93883.909606	0.000000
93883.909606	0.119192
74679.593649	0.300443
73168.782827	0.479652
71653.511642	1.037216
67708.533397	1.600551
67249.455058	3.442781
67107.191448	8.684314
64427.895623	8.984588
64427.895623	10.269760

76092.719291	0.000000
76092.719291	0.087879
70571.533185	0.183217
67011.868433	0.784812
65644.506363	8.342460
61278.020959	14.804674
61278.020959	59.668586

91083.321517	0.000000
91083.321517	0.107495
82846.901654	0.204491
77435.794148	0.868221
76315.464351	2.061463
76315.464351	2.445730

81382.176428	0.000000
81382.176428	0.091207
80560.052025	0.396255
78670.712435	0.500633
75686.262643	0.589991
69900.097048	0.744375
68863.581402	1.030317
68863.581402	1.578540

82870.242534	0.000000
82870.242534	0.629891
69577.397771	1.066152
67849.734405	11.492534
67110.917981	16.740309
62445.882809	22.295009
62445.882809	81.777758

90831.432772	0.000000
90831.432772	0.537589
76316.826003	0.832014
76238.920228	7.202392
61193.610389	8.073340
61193.610389	22.394407

89291.364803	0.000000
89291.364803	0.889327
74839.117357	2.212684
70046.842442	3.347601
70046.842442	5.514929

84254.608417	0.000000
84254.608417	2.050167
70530.386953	4.651143
70373.210984	19.463423
67671.781397	20.841396
67671.781397	37.461936

74762.400550	0.000000
74762.400550	1.099332
71781.935105	12.504645
69776.314227	28.561208
68940.473097	33.137915
68940.473097	56.825578

75652.128585	0.000000
75652.128585	0.542561
68119.586878	1.105400
65536.255055	11.984915
65536.255055	27.230145

