194494.623415	0.000000
147536.435742	0.008436
138639.354147	0.054839
133510.384323	0.065721
131765.611274	0.151491
131009.262679	0.316158
107791.418441	0.536843
107791.418441	4.411983

141982.659366	0.000000
137398.543398	0.010829
132315.939987	0.221355
123824.171815	0.440562
121841.645784	1.486044
116758.796006	1.509602
104661.818516	1.724083
104661.818516	3.920094

139056.485952	0.000000
133286.288873	0.031690
125432.708404	0.038480
122207.418364	0.168896
91070.951172	0.517713
91070.951172	1.185397

185519.809056	0.000000
184201.797249	0.014582
170225.075601	0.018961
149945.410485	0.036529
149246.284031	0.098084
137116.844496	0.103903
130367.218796	0.115309
117685.137215	0.146449
117685.137215	1.129601

185282.421653	0.000000
181373.699414	0.006122
180732.585930	0.009353
163653.796632	0.021985
130022.490752	0.024586
124066.070714	0.055438
116493.719745	0.138076
109302.213149	0.407205
109302.213149	2.728633

