14115.047687	0.000000
12091.470363	0.032940
11855.231775	0.057616
11610.674901	0.128957
11543.149543	0.214952
11320.749478	0.305269
11300.508685	0.383490
11143.584299	0.455849
10505.026223	0.518896
9771.313250	0.594607
9553.404201	1.473119
9352.334765	2.266209
9349.656468	7.150938
9349.656468	612.149334

13731.256643	0.000000
10172.870340	0.010804
8791.945628	0.147811
8791.945628	614.165096

18097.514135	0.000000
11305.092099	0.022884
11107.061115	0.515547
10980.560496	2.716407
10956.177138	6.433563
10916.663857	6.767214
10580.339975	6.835742
10496.308844	16.014666
10496.308844	610.242580

