621480.714902	0.000000
616829.632728	0.125973
611441.580945	0.237109
586459.345217	0.353967
585652.202066	0.572017
571338.010640	0.839473
535536.609890	1.597342
522604.441699	4.703078
504536.560830	7.403368
492822.809661	8.302392
478245.670031	12.340594
478245.670031	17.861412

621530.360661	0.000000
610434.691049	0.090861
577360.348647	0.169895
557011.472544	0.236259
535836.875097	0.475108
535297.002208	0.863085
533407.708783	1.176006
527313.602915	1.562757
482775.243845	2.587873
482775.243845	16.253474

617528.113006	0.000000
554696.081895	0.068269
539344.418613	0.219552
525675.892169	0.307632
511123.106992	0.479779
496716.191497	1.339611
479182.292342	5.405290
479182.292342	15.275754

658930.116587	0.000000
576477.140238	0.083690
562366.074499	0.118597
559494.130503	0.152440
499829.088547	0.186884
449223.226162	0.337539
436204.095168	4.047677
436204.095168	14.574684

711478.429813	0.000000
605992.049803	0.098233
600918.701167	0.170432
561919.121924	0.276927
559434.845577	0.769717
499585.536719	2.525397
490330.317895	16.848115
490330.317895	18.084563

569788.679537	0.000000
548858.500567	0.063720
537997.427790	0.184044
525136.132834	0.241226
507098.088684	0.497237
463164.406402	0.747662
449902.178046	1.392137
449339.081160	6.973738
416148.643333	10.495767
416148.643333	13.844861

529748.800991	0.000000
504816.398842	0.073127
494181.165599	0.142985
490993.219317	0.312707
472787.733492	0.371408
459859.033712	0.817258
448368.636343	1.269118
433495.740466	1.332663
427608.700932	3.854957
408425.804036	7.608454
408425.804036	15.112904

741522.324577	0.000000
677024.343960	0.128539
657283.005804	0.177823
643143.022531	0.280804
544254.800362	0.413974
541228.146840	6.547766
531847.166509	8.015945
531847.166509	16.937960

627938.089552	0.000000
627223.047190	0.095619
524037.724524	0.221044
493857.660558	2.524603
483417.403031	4.435223
480323.661810	8.453365
480323.661810	32.672482

698476.494438	0.000000
541936.863582	0.257149
526435.237561	7.725301
517387.716339	12.408346
492413.579886	28.896687
489388.123071	30.186355
489388.123071	47.553961

599851.461743	0.000000
582443.738844	1.081688
560623.329224	1.788076
514023.437765	4.281898
513751.993841	46.071607
495351.659270	47.314984
495351.659270	54.024799

684767.431108	0.000000
568992.422873	0.257143
458441.545525	1.065819
458441.545525	39.923186

597772.012044	0.000000
595515.535515	0.498594
591567.520037	0.657461
488062.142500	1.101895
488062.142500	38.721419

629748.193983	0.000000
578196.826981	0.446799
520166.869554	0.562410
495347.925744	1.602533
468902.181760	23.130311
468902.181760	35.897630

599310.427484	0.000000
594944.949162	0.151217
558128.929836	0.285906
493526.501998	0.543606
489873.863286	2.448474
485667.253649	3.852634
478316.194313	5.441845
